description,segment,category,subcategory
BISC.VITARELLA 367 5G CREAM CRACKER INTEGRAL,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC.VITARELLA 3675G CREAM CRACKER INTEGRAL
BISC.WAFFER PIRAQUE 100 8G CHOC. CHOC.BRANCO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BISC.WAFFER PIRAQUE 1008G CHOC. CHOC.BRANCO
STIKSY 120G,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES SALGADOS E BOMBONIERE APERITIVO STIKSY 120G
STIKSY 48GR,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES SALGADOS E BOMBONIERE APERITIVO STIKSY 48GR
BALA 7BELO  150G,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES SALGADOS E BOMBONIERE BALA BALA 7BELO  150G
BALA BA MOR 108G,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES SALGADOS E BOMBONIERE BALA BALA BA MOR 108G
DADINHO ZERO 90G,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES SALGADOS E BOMBONIERE BALA DADINHO ZERO 90G
GOMETS DORI 200G,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES SALGADOS E BOMBONIERE BALA GOMETS DORI 200G
HALLS CEREJA 28G,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES SALGADOS E BOMBONIERE BALA HALLS CEREJA 28G
HALLS CEREJA 84G,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES SALGADOS E BOMBONIERE BALA HALLS CEREJA 84G
HALLS MENTA  28G,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES SALGADOS E BOMBONIERE BALA HALLS MENTA  28G
HALLS MENTOL 28G,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES SALGADOS E BOMBONIERE BALA HALLS MENTOL 28G
MEL ABV 280G PURO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES SALGADOS E BOMBONIERE MEL MEL ABV 280G PURO
MEL SUPERBOM 330g,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES SALGADOS E BOMBONIERE MEL MEL SUPERBOM 330g
ARROZ TIO JOAO 500G INT 7 GRAOS QUINOA,1-BENS DE CONSUMO,6-MERCEARIA,20-GRAOS ARROZ ARROZ TIO JOAO 500GINT 7 GRAOS QUINOA
CORDA VARAL COOP 3 10M,2-CASA E CONSTRUCAO,47-BANHEIRO COZINHA E LAVANDERIA,213-LAVANDERIA CORDA DE VARAL CORDA VARAL COOP 3 10M
CORDA VARAL COOP 5 10M,2-CASA E CONSTRUCAO,47-BANHEIRO COZINHA E LAVANDERIA,213-LAVANDERIA CORDA DE VARAL CORDA VARAL COOP 5 10M
CORDA VARAL COOP 8 10M,2-CASA E CONSTRUCAO,47-BANHEIRO COZINHA E LAVANDERIA,213-LAVANDERIA CORDA DE VARAL CORDA VARAL COOP 8 10M
LAMEN FORTALEZA 74.3G GALINHA CAIP,1-BENS DE CONSUMO,6-MERCEARIA,21-MASSAS MACARRAO LAMEN FORTALEZA 74.3GGALINHA CAIP
MAC ADRIA 500G SEM C/OVOS PARAFUSO,1-BENS DE CONSUMO,6-MERCEARIA,21-MASSAS MACARRAO MAC ADRIA 500G SEMC/OVOS PARAFUSO
MAC BASIL SEMOLADO 500G ESPAGUETTI,1-BENS DE CONSUMO,6-MERCEARIA,21-MASSAS MACARRAO MAC BASIL SEMOLADO 500GESPAGUETTI
MAC INST CUP NOODLES 70G YAKISSOBA,1-BENS DE CONSUMO,6-MERCEARIA,21-MASSAS MACARRAO MAC INST CUP NOODLES 70GYAKISSOBA
MAC RENATA 500G INT SPAGH 8 GR DUR,1-BENS DE CONSUMO,6-MERCEARIA,21-MASSAS MACARRAO MAC RENATA 500GINT SPAGH 8 GR DUR
MAC RENATA 500G SUPERIORE LINGUINE,1-BENS DE CONSUMO,6-MERCEARIA,21-MASSAS MACARRAO MAC RENATA 500GSUPERIORE LINGUINE
MASSA ARROZ URBANO INTEG 500G PENA,1-BENS DE CONSUMO,6-MERCEARIA,21-MASSAS MACARRAO MASSA ARROZ URBANO INTEG 500GPENA
MASSA C/OVOS BARILLA 500g LINGUINE,1-BENS DE CONSUMO,6-MERCEARIA,21-MASSAS MACARRAO MASSA C/OVOS BARILLA 500gLINGUINE
MASSA CRISTAL C/OVOS 500G PARAFUSO,1-BENS DE CONSUMO,6-MERCEARIA,21-MASSAS MACARRAO MASSA CRISTAL C/OVOS 500GPARAFUSO
MASSA CRISTAL SEMOLA 500G PARAFUSO,1-BENS DE CONSUMO,6-MERCEARIA,21-MASSAS MACARRAO MASSA CRISTAL SEMOLA 500GPARAFUSO
MASSA CRISTAL SEMOLA 500G PE NOSSO,1-BENS DE CONSUMO,6-MERCEARIA,21-MASSAS MACARRAO MASSA CRISTAL SEMOLA 500GPE NOSSO
VITARELLA LAMEN GALINHA CAIP 74 3G,1-BENS DE CONSUMO,6-MERCEARIA,21-MASSAS MACARRAO VITARELLA LAMEN GALINHA CAIP 743G
WRAP SEARA 100G PIZZA,1-BENS DE CONSUMO,8-PREPARADOS E CONGELADOS,28-CONGELADOS OUTRO CONGELADOD WRAP SEARA 100G PIZZA
SORV ZECAS CREM 1 5L,1-BENS DE CONSUMO,8-PREPARADOS E CONGELADOS,30-SORVETES E SOBREMESAS SORVETE SORV ZECAS CREM 15L
GUARD NAPS 23X22 BCO,1-BENS DE CONSUMO,11-ARTIGOS PARA LAZER,35-ARTIGOS PARA FESTA GUARDANAPO GUARD NAPS 23X22BCO
ACAI SPLIT BANANA 1 5L,1-BENS DE CONSUMO,8-PREPARADOS E CONGELADOS,30-SORVETES E SOBREMESAS ACAI ACAI SPLIT BANANA 15L
MASSA RAP 10 330G LIGHT,1-BENS DE CONSUMO,8-PREPARADOS E CONGELADOS,208-RESFRIADOS MASSA FRESCA MASSA RAP 10330G LIGHT
CORDA VARAL ACO BEGE,2-CASA E CONSTRUCAO,47-BANHEIRO COZINHA E LAVANDERIA,213-LAVANDERIA CORDA DE VARAL CORDA VARAL ACO BEGE
CAPELETTI MASSA LEVE 400G FRANGO,1-BENS DE CONSUMO,6-MERCEARIA,21-MASSAS MACARRAO CAPELETTI MASSA LEVE 400GFRANGO
CAPELETTI MASSA LEVE 400G QUEIJO,1-BENS DE CONSUMO,6-MERCEARIA,21-MASSAS MACARRAO CAPELETTI MASSA LEVE 400GQUEIJO
CAPELETTI MASSA LEVE 400G QUEIJO,1-BENS DE CONSUMO,6-MERCEARIA,21-MASSAS MACARRAO CAPELETTI MASSA LEVE 400GQUEIJO
MAC BASIL SEMOLADO 500G PARAFUSO,1-BENS DE CONSUMO,6-MERCEARIA,21-MASSAS MACARRAO MAC BASIL SEMOLADO 500GPARAFUSO
MAC BASILAR 500G SEM FURADINHO 4,1-BENS DE CONSUMO,6-MERCEARIA,21-MASSAS MACARRAO MAC BASILAR 500G SEMFURADINHO 4
MAC BASILAR 500G SEM PADRE NOSSO,1-BENS DE CONSUMO,6-MERCEARIA,21-MASSAS MACARRAO MAC BASILAR 500G SEMPADRE NOSSO
MAC CASEIRO DE 500G TALHARIM N 3,1-BENS DE CONSUMO,6-MERCEARIA,21-MASSAS MACARRAO MAC CASEIRO DE 500GTALHARIM N 3
MAC INST NISSIN 99G TALHARIM FGO,1-BENS DE CONSUMO,6-MERCEARIA,21-MASSAS MACARRAO MAC INST NISSIN 99G TALHARIMFGO
MAC RENATA 500G OVOS PADRE NOSSO,1-BENS DE CONSUMO,6-MERCEARIA,21-MASSAS MACARRAO MAC RENATA 500G OVOSPADRE NOSSO
MAC RENATA 500G OVOS PARAFUSINHO,1-BENS DE CONSUMO,6-MERCEARIA,21-MASSAS MACARRAO MAC RENATA 500G OVOSPARAFUSINHO
MAC RENATA 500G OVOS SPAGHETTI 8,1-BENS DE CONSUMO,6-MERCEARIA,21-MASSAS MACARRAO MAC RENATA 500G OVOSSPAGHETTI 8
MAC RENATA 500G OVOS SPAGHETTI 9,1-BENS DE CONSUMO,6-MERCEARIA,21-MASSAS MACARRAO MAC RENATA 500G OVOSSPAGHETTI 9
MAC SADIA 350G MACN CHEESE BACON,1-BENS DE CONSUMO,6-MERCEARIA,21-MASSAS MACARRAO MAC SADIA 350G MACN CHEESEBACON
MAC URBANO 500G ARR INT PARAFUSO,1-BENS DE CONSUMO,6-MERCEARIA,21-MASSAS MACARRAO MAC URBANO 500G ARR INTPARAFUSO
MACARRAO INST BRETAS 85G GALINHA,1-BENS DE CONSUMO,6-MERCEARIA,21-MASSAS MACARRAO MACARRAO INST BRETAS 85GGALINHA
MACARRAO INST BRETAS 85G PICANHA,1-BENS DE CONSUMO,6-MERCEARIA,21-MASSAS MACARRAO MACARRAO INST BRETAS 85GPICANHA
MACARRAO INST YOLLE 63G GAL CAIP,1-BENS DE CONSUMO,6-MERCEARIA,21-MASSAS MACARRAO MACARRAO INST YOLLE 63GGAL CAIP
MASSA ARROZ URBANO 500G PARAFUSO,1-BENS DE CONSUMO,6-MERCEARIA,21-MASSAS MACARRAO MASSA ARROZ URBANO 500GPARAFUSO
MASSA FOLHAD AROSA 300G LAMINADA,1-BENS DE CONSUMO,6-MERCEARIA,21-MASSAS MACARRAO MASSA FOLHAD AROSA300G LAMINADA
MASSA PIRAQUE OVOS 500G PARAFUSO,1-BENS DE CONSUMO,6-MERCEARIA,21-MASSAS MACARRAO MASSA PIRAQUE OVOS 500GPARAFUSO
MASSA PIRAQUE OVOS 500G PE NOSSO,1-BENS DE CONSUMO,6-MERCEARIA,21-MASSAS MACARRAO MASSA PIRAQUE OVOS 500GPE NOSSO
TALHARIM NISSIN 99G CARNE/TOMATE,1-BENS DE CONSUMO,6-MERCEARIA,21-MASSAS MACARRAO TALHARIM NISSIN 99GCARNE/TOMATE
ACAI FROOTY ORIG 1 5L,1-BENS DE CONSUMO,8-PREPARADOS E CONGELADOS,30-SORVETES E SOBREMESAS ACAI ACAI FROOTY ORIG 15L
AGUA MIN NESTLE PUREZ VIT S/GAS FC1 5L,1-BENS DE CONSUMO,17-AGUA MINERAL,54-AGUA AGUA AGUA MIN NESTLE PUREZ VIT S/GAS FC15L
AGUA MINERAL CRYSTAL C/GAS 510ML LIMAO,1-BENS DE CONSUMO,17-AGUA MINERAL,54-AGUA AGUA AGUA MINERAL CRYSTAL C/GAS 510MLLIMAO
CERV ITAIPAVA 0 0  ALCOOL 350ML,1-BENS DE CONSUMO,18-BEBIDAS ALCOOLICAS,55-CERVEJAS CERVEJA CERV ITAIPAVA 00  ALCOOL 350ML
CERVEJA HEINEKEN 0 0  330ML L.N,1-BENS DE CONSUMO,18-BEBIDAS ALCOOLICAS,55-CERVEJAS CERVEJA CERVEJA HEINEKEN 00  330ML L.N
CHOPP UNSA BIER PILSEN PET 1 5L,1-BENS DE CONSUMO,18-BEBIDAS ALCOOLICAS,55-CERVEJAS CERVEJA CHOPP UNSA BIER PILSEN PET 15L
WHIS BALLANTINES 12Y . 750ML,1-BENS DE CONSUMO,18-BEBIDAS ALCOOLICAS,56-DESTILADOD WHISKYD WHIS BALLANTINES 12Y . 750ML
WHIS ESC BALLANTINES 12AN 1L,1-BENS DE CONSUMO,18-BEBIDAS ALCOOLICAS,56-DESTILADOD WHISKYD WHIS ESC BALLANTINES 12AN 1L
WHISKY APPLE JACK DANIELS 1L,1-BENS DE CONSUMO,18-BEBIDAS ALCOOLICAS,56-DESTILADOD WHISKYD WHISKY APPLE JACK DANIELS 1L
WHISKY BALLANTINES FINEST 1L,1-BENS DE CONSUMO,18-BEBIDAS ALCOOLICAS,56-DESTILADOD WHISKYD WHISKY BALLANTINES FINEST 1L
WHISKY BUCHANAN S 12 ANOS 1L,1-BENS DE CONSUMO,18-BEBIDAS ALCOOLICAS,56-DESTILADOD WHISKYD WHISKY BUCHANAN S 12 ANOS 1L
WHISKY CHIVAS R 12AN . 750ML,1-BENS DE CONSUMO,18-BEBIDAS ALCOOLICAS,56-DESTILADOD WHISKYD WHISKY CHIVAS R 12AN . 750ML
WHISKY ESC BALLANT FINEST 1L,1-BENS DE CONSUMO,18-BEBIDAS ALCOOLICAS,56-DESTILADOD WHISKYD WHISKY ESC BALLANT FINEST 1L
WHISKY ESC BUCHANANS 12Y 1LT,1-BENS DE CONSUMO,18-BEBIDAS ALCOOLICAS,56-DESTILADOD WHISKYD WHISKY ESC BUCHANANS 12Y 1LT
WHISKY ESC W HORSE 8 ANOS 1L,1-BENS DE CONSUMO,18-BEBIDAS ALCOOLICAS,56-DESTILADOD WHISKYD WHISKY ESC W HORSE 8 ANOS 1L
WHISKY J WALKER 1L RED LABEL,1-BENS DE CONSUMO,18-BEBIDAS ALCOOLICAS,56-DESTILADOD WHISKYD WHISKY J WALKER 1L RED LABEL
WHISKY J WALKER 1L RED LABEL,1-BENS DE CONSUMO,18-BEBIDAS ALCOOLICAS,56-DESTILADOD WHISKYD WHISKY J WALKER 1L RED LABEL
WHISKY J.WALKER RED LABEL 1L,1-BENS DE CONSUMO,18-BEBIDAS ALCOOLICAS,56-DESTILADOD WHISKYD WHISKY J.WALKER RED LABEL 1L
WHISKY JACK DANIELS 1L APPLE,1-BENS DE CONSUMO,18-BEBIDAS ALCOOLICAS,56-DESTILADOD WHISKYD WHISKY JACK DANIELS 1L APPLE
WHISKY JACK DANIELS APPLE 1L,1-BENS DE CONSUMO,18-BEBIDAS ALCOOLICAS,56-DESTILADOD WHISKYD WHISKY JACK DANIELS APPLE 1L
WHISKY JACK DANIELS HONEY 1L,1-BENS DE CONSUMO,18-BEBIDAS ALCOOLICAS,56-DESTILADOD WHISKYD WHISKY JACK DANIELS HONEY 1L
WHISKY JACK DANIELS HONEY 1L,1-BENS DE CONSUMO,18-BEBIDAS ALCOOLICAS,56-DESTILADOD WHISKYD WHISKY JACK DANIELS HONEY 1L
WHISKY OLD PARR 12A 750ML-GF,1-BENS DE CONSUMO,18-BEBIDAS ALCOOLICAS,56-DESTILADOD WHISKYD WHISKY OLD PARR 12A 750ML-GF
WHISKY WHITE HORSE 8 ANOS 1L,1-BENS DE CONSUMO,18-BEBIDAS ALCOOLICAS,56-DESTILADOD WHISKYD WHISKY WHITE HORSE 8 ANOS 1L
ERVA MATE BARAO . 1KG,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,57-BEBIDAS QUENTES ERVA MATE ERVA MATE BARAO . 1KG
BEB MAQ 3 CORACOES C/10 CAFE CLASSICO,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE BEB MAQ 3 CORACOES C/10 CAFE CLASSICO
BEB MAQ 3 CORACOES C/10 CAFE VIBRANTE,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE BEB MAQ 3 CORACOES C/10 CAFE VIBRANTE
BEB MAQ D.GUSTO C/12 CHOCOCINO ALPINO,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE BEB MAQ D.GUSTO C/12 CHOCOCINO ALPINO
BEB MAQ STARBUCKS C/10 ESPRESSO ROAST,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE BEB MAQ STARBUCKS C/10 ESPRESSO ROAST
CAFE 3 CORACOES C/LEITE CALC REF 100G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE 3 CORACOES C/LEITE CALC REF 100G
CAFE 3 CORACOES EXPR VIBRANTE CAPS 8G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE 3 CORACOES EXPR VIBRANTE CAPS 8G
CAFE 3CORACOES SOLUVEL SC 20G C/LEITE,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE 3CORACOES SOLUVEL SC 20G C/LEITE
CAFE A VACUO 3CORACOES 500G  EXT FORT,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE A VACUO 3CORACOES 500G  EXT FORT
CAFE ALMOFADA CARREFOUR EX FORTE 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE ALMOFADA CARREFOUR EX FORTE 500G
CAFE ALTO VACUO PREMIUM SAO BRAZ 250g,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE ALTO VACUO PREMIUM SAO BRAZ 250g
CAFE BOM JESUS 500G ALMOF EXTRA FORTE,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE BOM JESUS 500G ALMOF EXTRA FORTE
CAFE C/LEITE 3 CORACOES C/10 caps 09g,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE C/LEITE 3 CORACOES C/10 caps 09g
CAFE C/LEITE MARATA DESCAFEINADO 200G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE C/LEITE MARATA DESCAFEINADO 200G
CAFE C/LEITE PO 3 CORACOES REFIL 100G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE C/LEITE PO 3 CORACOES REFIL 100G
CAFE CAP 3CORACOES ESP FORZA 80G 10UN,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CAP 3CORACOES ESP FORZA 80G 10UN
CAFE CAP DOLCE GUSTO INTENSO 80G 10UN,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CAP DOLCE GUSTO INTENSO 80G 10UN
CAFE CAP DOLCE GUSTO MEXICO 108G 12UN,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CAP DOLCE GUSTO MEXICO 108G 12UN
CAFE CAPPUC 3 CORACOES CHOC REFIL 20g,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CAPPUC 3 CORACOES CHOC REFIL 20g
CAFE CAPPUC 3 CORACOES TRAD REFIL 20g,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CAPPUC 3 CORACOES TRAD REFIL 20g
CAFE CAPPUC STA CLARA TRAD REFIL 100g,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CAPPUC STA CLARA TRAD REFIL 100g
CAFE CARREFOUR EXTRA FORTE VACUO 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CARREFOUR EXTRA FORTE VACUO 500G
CAFE DO PONTO AROM AMEND TORRADA 100G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE DO PONTO AROM AMEND TORRADA 100G
CAFE DO PONTO AROM CHOC C TRUFAS 100G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE DO PONTO AROM CHOC C TRUFAS 100G
CAFE GRAO LIDER TORRADO ESPRESSO 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE GRAO LIDER TORRADO ESPRESSO 500G
CAFE MARATA ALMOFADA EXTRA FORTE 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MARATA ALMOFADA EXTRA FORTE 500G
CAFE MARATA SOLUVEL SACHE DESCAF 100G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MARATA SOLUVEL SACHE DESCAF 100G
CAFE MELITTA SOLUVEL DESCAFEINADO 50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA SOLUVEL DESCAFEINADO 50G
CAFE MOIDO DO PONTO ARALTO POUCH 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MOIDO DO PONTO ARALTO POUCH 250G
CAFE MOIDO LOR CERRADO MIN POUCH 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MOIDO LOR CERRADO MIN POUCH 250G
CAFE MOIDO LOR EQUILIBRADO GOURM 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MOIDO LOR EQUILIBRADO GOURM 250G
CAFE MOINHO FINO ALMOF EXT FORTE 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MOINHO FINO ALMOF EXT FORTE 500G
CAFE NESCAFE D.GUSTO CAF.MATINAL C/16,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE NESCAFE D.GUSTO CAF.MATINAL C/16
CAFE NESCAFE D.GUSTO CASEIRO C/16 CPS,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE NESCAFE D.GUSTO CASEIRO C/16 CPS
CAFE NESCAFE SOLUVEL CHAP DIAMANT 90G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE NESCAFE SOLUVEL CHAP DIAMANT 90G
CAFE NESCAFE SOLUVEL VD 160G ORIGINAL,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE NESCAFE SOLUVEL VD 160G ORIGINAL
CAFE NESCAFE SOLUVEL VD 160G TRADICAO,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE NESCAFE SOLUVEL VD 160G TRADICAO
CAFE NESCAFE SOLUVEL VD 200G ORIGINAL,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE NESCAFE SOLUVEL VD 200G ORIGINAL
CAFE PILAO EXTRAFORTE ABRE FECHA 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE PILAO EXTRAFORTE ABRE FECHA 500G
CAFE PILAO TRADICIONAL VACUO PCT 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE PILAO TRADICIONAL VACUO PCT 250G
CAFE PO MELITTA SABOR DA FAZENDA 500g,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE PO MELITTA SABOR DA FAZENDA 500g
CAFE PO MELITTA VC PURO EXT FORT 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE PO MELITTA VC PURO EXT FORT 500G
CAFE PREMIUM SAO BRAZ STAND PACK 250g,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE PREMIUM SAO BRAZ STAND PACK 250g
CAFE REQUINTE CASEIRO MOIDO TRAD 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE REQUINTE CASEIRO MOIDO TRAD 500G
CAFE RESERVA SUL MINAS STA CLARA 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE RESERVA SUL MINAS STA CLARA 250G
CAFE SANTA CLARA A VACUO PREMIUM 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SANTA CLARA A VACUO PREMIUM 250G
CAFE SOL 3 CORACOES DESCAFEIN SCH 50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOL 3 CORACOES DESCAFEIN SCH 50G
CAFE SOL NESCAFE DESCAFEINADO SCH 50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOL NESCAFE DESCAFEINADO SCH 50G
CAFE SOLUV 3 CORACOES 100G SC C/LEITE,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOLUV 3 CORACOES 100G SC C/LEITE
CAFE SOLUV DESCAF STA CLARA SACHE 50g,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOLUV DESCAF STA CLARA SACHE 50g
CAFE SOLUV FAMILIA SAO BRAZ SACHE 50g,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOLUV FAMILIA SAO BRAZ SACHE 50g
CAFE SOLUV MELITTA 50G SC EXTRA FORTE,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOLUV MELITTA 50G SC EXTRA FORTE
CAFE SOLUV MOIDO BRASILEIRO SACHE 50g,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOLUV MOIDO BRASILEIRO SACHE 50g
CAFE SOLUV PO MELITTA EXTRA FORTE 50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOLUV PO MELITTA EXTRA FORTE 50G
CAFE SOLUVEL IGUACU GOURMET REFIL 50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOLUVEL IGUACU GOURMET REFIL 50G
CAFE SOLUVEL NESCAFE ORIGINAL VD 160G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOLUVEL NESCAFE ORIGINAL VD 160G
CAFE SOLUVEL TRAD CARREFOUR SACHE 50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOLUVEL TRAD CARREFOUR SACHE 50G
CAFE SOLUVEL VD ORIGINAL NESCAFE 200G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOLUVEL VD ORIGINAL NESCAFE 200G
CAFE SOLUVEL VD TRADICAO NESCAFE 100G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOLUVEL VD TRADICAO NESCAFE 100G
CAFE SOLUVEL VD TRADICAO NESCAFE 200G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOLUVEL VD TRADICAO NESCAFE 200G
CAFE STARBUCKS CAFFE VERONA DARK 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE STARBUCKS CAFFE VERONA DARK 250G
CAFE STARBUCKS CARAMEL MACCHIATO C/12,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE STARBUCKS CARAMEL MACCHIATO C/12
CAFE TOR MO TRAD CARREFOUR VACUO 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE TOR MO TRAD CARREFOUR VACUO 500G
CAFE TOR MO TRAD CARREFOUR VACUO 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE TOR MO TRAD CARREFOUR VACUO 500G
CAFE TOR MOI TRAD RANCHEIROVACUO 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE TOR MOI TRAD RANCHEIROVACUO 500G
